payment_id,customer_id,amount_inr,payment_method,failure_type,hour_of_day,minutes_since_failure,retry_count,previous_payments,previous_successes,previous_success_rate,recovered
PAY_04787,CUST_1129,2483.08,netbanking,insufficient_funds,6,1742,2,4,3,0.75,0
PAY_04788,CUST_0461,4745.43,netbanking,checkout_abandoned,4,373,0,11,5,0.455,0
PAY_04789,CUST_1309,1763.08,upi,card_declined,14,2148,1,7,7,1.0,0
PAY_04790,CUST_1989,857.37,upi,checkout_abandoned,18,831,1,4,3,0.75,0
PAY_04791,CUST_0283,1458.93,netbanking,network_timeout,21,2024,0,5,3,0.6,1
PAY_04792,CUST_1984,920.32,netbanking,card_declined,3,194,0,13,13,1.0,1
PAY_04793,CUST_2032,1902.39,netbanking,insufficient_funds,21,439,0,4,4,1.0,1
PAY_04794,CUST_0254,1442.56,netbanking,checkout_abandoned,4,2125,0,14,5,0.357,0
PAY_04795,CUST_2094,1193.84,card,insufficient_funds,16,362,2,8,8,1.0,0
PAY_04796,CUST_2146,2613.54,upi,card_declined,0,697,0,0,0,0.75,1
PAY_04797,CUST_1574,6366.69,upi,card_declined,12,1212,2,1,0,0.0,0
PAY_04798,CUST_0773,2339.75,card,network_timeout,20,432,1,9,3,0.333,0
PAY_04799,CUST_0430,5273.63,netbanking,checkout_abandoned,4,752,0,2,1,0.5,0
PAY_04800,CUST_2311,6365.21,upi,checkout_abandoned,20,1519,1,2,1,0.5,0
PAY_04801,CUST_1990,1125.78,card,insufficient_funds,1,1035,2,6,1,0.167,0
PAY_04802,CUST_0155,2242.68,upi,card_declined,9,910,1,6,6,1.0,0
PAY_04803,CUST_0639,1281.24,card,card_declined,4,1448,0,14,11,0.786,1
PAY_04804,CUST_1517,549.94,card,network_timeout,0,2069,2,13,11,0.846,0
PAY_04805,CUST_1501,2392.64,upi,checkout_abandoned,6,1819,2,13,13,1.0,0
PAY_04806,CUST_2461,775.74,upi,checkout_abandoned,22,115,2,1,1,1.0,0
PAY_04807,CUST_1710,2651.78,upi,insufficient_funds,21,1358,0,12,5,0.417,1
PAY_04808,CUST_1472,518.45,card,network_timeout,4,1035,2,14,12,0.857,1
PAY_04809,CUST_0834,2063.87,upi,insufficient_funds,13,930,1,9,6,0.667,0
PAY_04810,CUST_0288,512.32,card,network_timeout,3,507,1,14,11,0.786,0
PAY_04811,CUST_0703,3086.01,wallet,network_timeout,21,578,1,12,7,0.583,1
PAY_04812,CUST_0225,1314.01,card,checkout_abandoned,5,1519,1,10,6,0.6,1
PAY_04813,CUST_2387,1216.47,netbanking,network_timeout,21,2104,0,6,2,0.333,1
PAY_04814,CUST_1432,4432.62,card,checkout_abandoned,6,1178,0,5,2,0.4,0
PAY_04815,CUST_1048,1391.71,card,insufficient_funds,3,450,1,5,5,1.0,0
PAY_04816,CUST_1818,1966.92,upi,card_declined,22,515,2,3,2,0.667,1
PAY_04817,CUST_1602,1535.56,netbanking,card_declined,3,410,0,8,6,0.75,1
PAY_04818,CUST_2001,2701.21,wallet,network_timeout,15,1134,1,6,6,1.0,0
PAY_04819,CUST_0115,4145.99,upi,network_timeout,15,1530,0,4,2,0.5,0
PAY_04820,CUST_1456,3512.38,card,network_timeout,8,1681,0,2,0,0.0,0
PAY_04821,CUST_0008,1239.18,card,checkout_abandoned,17,1393,2,7,3,0.429,0
PAY_04822,CUST_0762,4735.2,upi,insufficient_funds,18,2105,2,0,0,0.75,1
PAY_04823,CUST_0840,864.77,card,checkout_abandoned,14,1930,1,5,5,1.0,0
PAY_04824,CUST_0254,993.82,wallet,checkout_abandoned,18,490,1,0,0,0.75,1
PAY_04825,CUST_2358,1625.06,upi,insufficient_funds,6,1970,1,5,2,0.4,0
PAY_04826,CUST_1645,4158.8,netbanking,insufficient_funds,5,118,2,9,7,0.778,0
PAY_04827,CUST_2034,705.86,netbanking,card_declined,11,1608,2,9,6,0.667,0
PAY_04828,CUST_1390,3672.87,card,insufficient_funds,4,1222,0,0,0,0.75,0
PAY_04829,CUST_1228,1722.87,card,checkout_abandoned,2,61,2,10,6,0.6,0
PAY_04830,CUST_0646,1272.27,netbanking,checkout_abandoned,3,666,1,4,2,0.5,1
PAY_04831,CUST_0564,4332.01,card,network_timeout,0,1874,1,7,7,1.0,0
PAY_04832,CUST_2377,947.1,upi,insufficient_funds,8,1609,2,10,5,0.5,0
PAY_04833,CUST_2295,11204.64,netbanking,checkout_abandoned,7,1224,1,0,0,0.75,0
PAY_04834,CUST_1417,1562.79,card,checkout_abandoned,0,1659,1,2,1,0.5,0
PAY_04835,CUST_2159,2029.24,netbanking,insufficient_funds,16,422,1,2,0,0.0,0
PAY_04836,CUST_1956,6184.9,card,checkout_abandoned,10,409,0,4,2,0.5,1
PAY_04837,CUST_1867,2072.03,upi,card_declined,7,1334,0,0,0,0.75,0
PAY_04838,CUST_1518,4659.38,card,card_declined,4,966,1,0,0,0.75,0
PAY_04839,CUST_0929,377.29,upi,card_declined,11,491,0,7,7,1.0,1
PAY_04840,CUST_0388,1263.28,card,card_declined,18,52,1,1,1,1.0,0
PAY_04841,CUST_1156,2472.36,card,checkout_abandoned,0,950,0,6,3,0.5,1
PAY_04842,CUST_2328,4275.59,card,insufficient_funds,7,1567,0,3,3,1.0,0
PAY_04843,CUST_0269,3331.9,card,insufficient_funds,9,822,0,14,10,0.714,0
PAY_04844,CUST_1440,3091.36,upi,insufficient_funds,15,1181,0,1,1,1.0,1
PAY_04845,CUST_1208,4206.51,card,insufficient_funds,19,419,0,7,7,1.0,0
PAY_04846,CUST_1622,2632.15,card,insufficient_funds,16,2114,0,7,5,0.714,0
PAY_04847,CUST_1778,324.08,card,card_declined,14,1747,1,11,5,0.455,0
PAY_04848,CUST_1293,5706.18,card,checkout_abandoned,19,730,0,1,1,1.0,1
PAY_04849,CUST_1488,920.95,card,card_declined,15,1053,1,14,7,0.5,0
PAY_04850,CUST_1928,2313.33,card,checkout_abandoned,11,1419,1,4,3,0.75,1
PAY_04851,CUST_0504,2080.46,upi,card_declined,16,315,0,0,0,0.75,1
PAY_04852,CUST_2360,1869.46,upi,checkout_abandoned,9,1237,1,10,7,0.7,1
PAY_04853,CUST_1283,743.01,upi,checkout_abandoned,21,514,0,8,6,0.75,1
PAY_04854,CUST_0825,381.68,card,card_declined,6,1198,2,9,3,0.333,0
PAY_04855,CUST_2231,807.25,netbanking,card_declined,15,1076,1,13,12,0.923,0
PAY_04856,CUST_2127,3486.08,upi,checkout_abandoned,0,917,1,5,3,0.6,0
PAY_04857,CUST_0428,565.8,upi,network_timeout,17,1375,0,13,10,0.769,1
PAY_04858,CUST_0295,890.09,card,network_timeout,3,806,1,13,11,0.846,0
PAY_04859,CUST_2122,2514.88,card,card_declined,13,1663,2,8,6,0.75,0
PAY_04860,CUST_1065,791.24,upi,insufficient_funds,5,497,0,11,6,0.545,0
PAY_04861,CUST_2464,1165.73,card,network_timeout,0,99,2,0,0,0.75,0
PAY_04862,CUST_2242,1921.76,upi,checkout_abandoned,15,1493,1,9,6,0.667,1
PAY_04863,CUST_0280,2256.69,card,insufficient_funds,16,1293,0,1,1,1.0,1
PAY_04864,CUST_1458,778.81,card,checkout_abandoned,18,1520,0,6,6,1.0,0
PAY_04865,CUST_1380,2014.84,card,checkout_abandoned,18,840,1,11,9,0.818,0
PAY_04866,CUST_0097,2476.56,card,card_declined,11,1440,2,0,0,0.75,0
PAY_04867,CUST_0828,650.01,card,insufficient_funds,22,102,1,6,6,1.0,0
PAY_04868,CUST_0918,2137.55,card,card_declined,19,2112,0,6,2,0.333,0
PAY_04869,CUST_1492,1014.63,upi,insufficient_funds,1,1909,1,3,2,0.667,0
PAY_04870,CUST_1799,1987.58,card,network_timeout,8,704,2,8,6,0.75,1
PAY_04871,CUST_0368,3209.93,upi,insufficient_funds,16,656,2,12,12,1.0,0
PAY_04872,CUST_0812,1563.27,wallet,card_declined,15,348,1,14,11,0.786,1
PAY_04873,CUST_1006,3737.88,netbanking,checkout_abandoned,20,2090,2,13,12,0.923,0
PAY_04874,CUST_0603,3388.67,upi,network_timeout,13,128,2,14,6,0.429,1
PAY_04875,CUST_2149,3721.22,card,network_timeout,9,1780,1,3,3,1.0,0
PAY_04876,CUST_2005,2485.0,upi,network_timeout,3,288,2,1,1,1.0,1
PAY_04877,CUST_0272,4342.28,wallet,card_declined,23,2092,0,2,2,1.0,0
PAY_04878,CUST_0617,2449.45,upi,checkout_abandoned,11,573,2,14,9,0.643,0
PAY_04879,CUST_0709,474.25,card,insufficient_funds,19,948,1,3,0,0.0,0
PAY_04880,CUST_0510,955.17,netbanking,insufficient_funds,23,130,1,11,9,0.818,1
PAY_04881,CUST_0389,1520.11,card,card_declined,16,636,2,6,4,0.667,0
PAY_04882,CUST_1736,1678.68,netbanking,network_timeout,3,2038,0,10,5,0.5,1
PAY_04883,CUST_2134,2396.42,card,network_timeout,12,1276,0,11,9,0.818,1
PAY_04884,CUST_1732,943.86,card,insufficient_funds,9,703,1,13,10,0.769,0
PAY_04885,CUST_1743,8977.79,netbanking,checkout_abandoned,14,1923,2,1,0,0.0,0
PAY_04886,CUST_0004,1658.34,upi,checkout_abandoned,7,2010,0,4,4,1.0,0
PAY_04887,CUST_0234,1788.96,upi,card_declined,3,887,1,1,1,1.0,0
PAY_04888,CUST_1406,1052.52,netbanking,checkout_abandoned,17,813,1,5,4,0.8,0
PAY_04889,CUST_1598,806.61,netbanking,insufficient_funds,21,1803,2,5,3,0.6,0
PAY_04890,CUST_0159,1627.01,upi,checkout_abandoned,0,1166,2,13,7,0.538,0
PAY_04891,CUST_1821,1840.11,wallet,card_declined,5,616,0,10,7,0.7,0
PAY_04892,CUST_2275,1679.11,card,insufficient_funds,10,1284,1,1,1,1.0,0
PAY_04893,CUST_1618,6766.01,card,insufficient_funds,17,785,2,6,3,0.5,0
PAY_04894,CUST_1846,1627.0,netbanking,insufficient_funds,6,861,0,10,6,0.6,0
PAY_04895,CUST_1871,1680.42,card,checkout_abandoned,13,1431,2,11,9,0.818,0
PAY_04896,CUST_1837,3455.69,netbanking,network_timeout,7,772,2,12,7,0.583,0
PAY_04897,CUST_1323,1569.78,card,card_declined,8,1137,0,3,3,1.0,0
PAY_04898,CUST_1851,2771.14,card,network_timeout,9,1432,0,13,9,0.692,0
PAY_04899,CUST_0012,646.97,card,checkout_abandoned,9,1963,1,13,7,0.538,0
PAY_04900,CUST_0464,651.08,upi,checkout_abandoned,6,1946,2,3,3,1.0,1
PAY_04901,CUST_1186,1984.63,netbanking,network_timeout,3,1914,2,9,8,0.889,1
PAY_04902,CUST_0266,1495.55,card,insufficient_funds,13,1615,2,10,7,0.7,0
PAY_04903,CUST_1134,942.3,card,card_declined,18,988,2,13,3,0.231,0
PAY_04904,CUST_1122,1984.3,card,checkout_abandoned,6,952,0,1,1,1.0,1
PAY_04905,CUST_1205,2127.75,card,checkout_abandoned,7,146,0,3,1,0.333,0
PAY_04906,CUST_1749,1020.07,upi,network_timeout,22,1696,0,12,6,0.5,1
PAY_04907,CUST_0881,1188.57,upi,checkout_abandoned,7,2016,2,0,0,0.75,1
PAY_04908,CUST_2483,2140.59,card,card_declined,10,1367,2,7,4,0.571,0
PAY_04909,CUST_0098,795.27,card,checkout_abandoned,8,2011,2,4,3,0.75,1
PAY_04910,CUST_0697,1110.22,upi,card_declined,3,1104,0,9,5,0.556,1
PAY_04911,CUST_2185,2759.18,card,card_declined,9,246,2,7,7,1.0,1
PAY_04912,CUST_2272,1766.0,card,network_timeout,6,1911,2,12,5,0.417,0
PAY_04913,CUST_2235,1228.78,upi,insufficient_funds,7,880,2,1,1,1.0,0
PAY_04914,CUST_0193,874.01,card,checkout_abandoned,19,1090,1,7,2,0.286,0
PAY_04915,CUST_1183,800.29,card,insufficient_funds,21,1323,0,7,5,0.714,1
PAY_04916,CUST_0753,1619.93,card,checkout_abandoned,2,949,1,7,1,0.143,1
PAY_04917,CUST_0186,9101.48,netbanking,checkout_abandoned,4,947,0,1,0,0.0,1
PAY_04918,CUST_1027,2830.39,card,checkout_abandoned,9,1441,1,6,3,0.5,0
PAY_04919,CUST_0080,619.71,netbanking,checkout_abandoned,12,691,2,13,8,0.615,0
PAY_04920,CUST_0885,3169.45,upi,insufficient_funds,22,937,1,9,7,0.778,0
PAY_04921,CUST_1447,980.86,upi,insufficient_funds,19,322,0,1,1,1.0,1
PAY_04922,CUST_2084,1793.02,netbanking,card_declined,0,620,1,10,7,0.7,0
PAY_04923,CUST_0228,1123.78,card,insufficient_funds,16,1560,2,13,13,1.0,0
PAY_04924,CUST_1092,9079.24,card,checkout_abandoned,23,1112,1,12,6,0.5,0
PAY_04925,CUST_1034,726.51,card,network_timeout,4,792,0,1,1,1.0,1
PAY_04926,CUST_1922,2313.3,upi,insufficient_funds,8,2026,1,0,0,0.75,0
PAY_04927,CUST_0638,1040.32,upi,card_declined,6,433,1,2,2,1.0,1
PAY_04928,CUST_2210,3250.63,netbanking,network_timeout,5,1084,0,5,1,0.2,1
PAY_04929,CUST_0672,2276.3,upi,checkout_abandoned,9,146,1,13,10,0.769,0
PAY_04930,CUST_1266,4910.76,card,insufficient_funds,19,2138,2,6,3,0.5,0
PAY_04931,CUST_2032,3197.22,card,checkout_abandoned,1,1814,0,14,11,0.786,0
PAY_04932,CUST_0961,1033.51,card,network_timeout,11,1771,1,1,1,1.0,0
PAY_04933,CUST_1887,18555.18,netbanking,checkout_abandoned,21,582,1,11,10,0.909,0
PAY_04934,CUST_0006,2807.03,card,insufficient_funds,2,1048,2,11,8,0.727,0
PAY_04935,CUST_2411,1158.65,wallet,network_timeout,18,978,0,14,11,0.786,0
PAY_04936,CUST_1823,2121.7,card,card_declined,16,729,1,7,6,0.857,1
PAY_04937,CUST_0367,2981.58,upi,insufficient_funds,4,51,2,9,4,0.444,1
PAY_04938,CUST_2406,2892.21,card,checkout_abandoned,18,1394,1,0,0,0.75,0
PAY_04939,CUST_2142,2676.77,netbanking,network_timeout,5,41,2,13,12,0.923,0
PAY_04940,CUST_0596,3899.98,card,card_declined,10,2062,0,9,9,1.0,0
PAY_04941,CUST_0912,3605.01,upi,checkout_abandoned,21,315,0,10,4,0.4,1
PAY_04942,CUST_2341,913.69,wallet,card_declined,17,894,2,5,3,0.6,0
PAY_04943,CUST_0925,9720.43,upi,network_timeout,11,652,2,1,1,1.0,1
PAY_04944,CUST_2453,8696.29,card,checkout_abandoned,2,462,1,10,10,1.0,1
PAY_04945,CUST_0685,3416.3,netbanking,network_timeout,2,2126,1,10,4,0.4,0
PAY_04946,CUST_1657,1856.59,card,checkout_abandoned,0,283,2,2,1,0.5,0
PAY_04947,CUST_0501,1882.3,card,network_timeout,1,1734,2,12,10,0.833,1
PAY_04948,CUST_1592,1389.27,upi,checkout_abandoned,5,1116,2,0,0,0.75,0
PAY_04949,CUST_2059,1540.77,netbanking,checkout_abandoned,12,1464,1,9,2,0.222,0
PAY_04950,CUST_2100,312.97,card,checkout_abandoned,23,959,2,1,1,1.0,0
PAY_04951,CUST_1033,6122.66,netbanking,card_declined,20,16,1,11,8,0.727,1
PAY_04952,CUST_2435,4617.02,upi,checkout_abandoned,4,1111,1,6,3,0.5,1
PAY_04953,CUST_1057,470.69,upi,card_declined,20,58,2,4,4,1.0,1
PAY_04954,CUST_1560,3668.48,card,checkout_abandoned,22,1050,0,11,5,0.455,1
PAY_04955,CUST_2204,1788.93,upi,card_declined,14,1249,2,12,7,0.583,0
PAY_04956,CUST_0057,1535.03,card,card_declined,7,1240,0,9,7,0.778,1
PAY_04957,CUST_1747,2669.95,card,checkout_abandoned,8,1532,1,11,11,1.0,1
PAY_04958,CUST_1901,446.44,card,card_declined,11,678,1,0,0,0.75,0
PAY_04959,CUST_1051,1783.87,netbanking,insufficient_funds,5,2128,0,12,6,0.5,0
PAY_04960,CUST_0748,1918.17,card,checkout_abandoned,16,1027,0,8,6,0.75,0
PAY_04961,CUST_1831,1919.66,card,card_declined,15,1496,0,2,2,1.0,0
PAY_04962,CUST_1274,602.78,card,card_declined,4,923,0,7,5,0.714,0
PAY_04963,CUST_0301,2573.64,card,network_timeout,0,788,2,9,3,0.333,0
PAY_04964,CUST_1560,4202.33,wallet,card_declined,4,1138,1,11,4,0.364,1
PAY_04965,CUST_2380,2493.41,upi,card_declined,9,1802,2,7,5,0.714,0
PAY_04966,CUST_0924,1498.46,upi,card_declined,6,971,0,3,3,1.0,1
PAY_04967,CUST_1968,15471.8,netbanking,insufficient_funds,13,145,2,3,2,0.667,0
PAY_04968,CUST_0297,859.1,card,insufficient_funds,11,1404,0,10,10,1.0,0
PAY_04969,CUST_0135,3341.93,netbanking,card_declined,9,753,1,12,12,1.0,1
PAY_04970,CUST_1356,2186.73,wallet,network_timeout,8,1534,1,9,4,0.444,1
PAY_04971,CUST_0637,9003.71,upi,network_timeout,17,1798,2,11,8,0.727,0
PAY_04972,CUST_1193,2452.69,upi,card_declined,2,865,0,9,5,0.556,0
PAY_04973,CUST_0959,2911.62,card,insufficient_funds,8,2004,2,7,7,1.0,0
PAY_04974,CUST_2442,2697.59,netbanking,checkout_abandoned,6,1580,0,6,2,0.333,0
PAY_04975,CUST_0898,771.92,card,network_timeout,18,1452,1,7,6,0.857,0
PAY_04976,CUST_0197,898.24,upi,insufficient_funds,19,1970,0,0,0,0.75,0
PAY_04977,CUST_0608,1443.76,card,network_timeout,20,1899,2,8,5,0.625,1
PAY_04978,CUST_2172,3871.7,upi,card_declined,12,1660,1,2,2,1.0,1
PAY_04979,CUST_1217,2169.0,netbanking,checkout_abandoned,22,2134,2,13,6,0.462,0
PAY_04980,CUST_1236,1525.62,upi,checkout_abandoned,22,1674,2,12,9,0.75,1
PAY_04981,CUST_2064,5395.4,card,checkout_abandoned,21,1844,0,7,5,0.714,0
PAY_04982,CUST_0526,368.56,upi,card_declined,6,1583,0,9,4,0.444,0
PAY_04983,CUST_2088,638.35,wallet,insufficient_funds,8,991,0,0,0,0.75,0
PAY_04984,CUST_0737,244.27,upi,card_declined,6,850,2,8,5,0.625,0
PAY_04985,CUST_1924,4732.41,netbanking,insufficient_funds,15,1742,0,12,8,0.667,0
PAY_04986,CUST_0022,1665.97,netbanking,insufficient_funds,10,2062,0,7,4,0.571,0
PAY_04987,CUST_0983,3899.39,netbanking,network_timeout,15,1260,2,12,11,0.917,0
PAY_04988,CUST_1354,1649.35,card,card_declined,1,415,1,1,1,1.0,0
PAY_04989,CUST_1246,4080.97,upi,checkout_abandoned,3,1750,1,14,10,0.714,0
PAY_04990,CUST_2309,1626.43,netbanking,card_declined,7,633,0,5,4,0.8,0
PAY_04991,CUST_0858,2498.56,wallet,card_declined,23,1585,2,0,0,0.75,0
PAY_04992,CUST_1880,2222.42,card,checkout_abandoned,8,449,2,9,4,0.444,0
PAY_04993,CUST_2237,2358.33,card,checkout_abandoned,6,1854,0,9,8,0.889,0
PAY_04994,CUST_0727,6928.04,card,insufficient_funds,14,1046,2,1,0,0.0,0
PAY_04995,CUST_1855,490.78,netbanking,network_timeout,23,802,0,5,4,0.8,1
PAY_04996,CUST_0885,1704.17,netbanking,card_declined,3,1615,2,13,11,0.846,0
PAY_04997,CUST_1118,2108.92,upi,card_declined,8,1526,0,2,1,0.5,1
PAY_04998,CUST_0743,1870.89,card,network_timeout,21,558,0,1,1,1.0,1
PAY_04999,CUST_0840,1309.28,card,insufficient_funds,22,145,2,12,7,0.583,0
PAY_05000,CUST_0316,1173.53,netbanking,network_timeout,21,2075,2,10,9,0.9,0
PAY_05001,CUST_1925,6121.45,card,card_declined,8,2096,2,7,4,0.571,0
PAY_05002,CUST_0397,1700.99,card,checkout_abandoned,12,1427,0,4,1,0.25,0
PAY_05003,CUST_1839,12656.16,card,checkout_abandoned,20,239,1,13,12,0.923,1
PAY_05004,CUST_1792,2746.72,netbanking,card_declined,10,2021,1,12,12,1.0,0
PAY_05005,CUST_2197,1427.7,upi,card_declined,21,998,2,0,0,0.75,0
PAY_05006,CUST_1457,2800.87,card,insufficient_funds,16,1309,2,12,11,0.917,0
PAY_05007,CUST_0362,1963.9,card,checkout_abandoned,4,1458,2,7,6,0.857,0
PAY_05008,CUST_0722,5266.61,wallet,checkout_abandoned,4,1268,1,4,4,1.0,1
PAY_05009,CUST_1950,707.24,card,checkout_abandoned,13,498,2,5,4,0.8,0
PAY_05010,CUST_0657,426.07,card,insufficient_funds,13,2083,2,6,2,0.333,0
PAY_05011,CUST_2023,2402.65,card,card_declined,21,1143,0,8,4,0.5,0
PAY_05012,CUST_1810,3512.55,card,network_timeout,6,2042,2,14,6,0.429,0
PAY_05013,CUST_1583,2262.59,netbanking,card_declined,17,290,0,0,0,0.75,0
PAY_05014,CUST_0239,3082.58,netbanking,checkout_abandoned,22,1498,2,9,6,0.667,0
PAY_05015,CUST_1398,2740.49,card,card_declined,16,391,0,0,0,0.75,1
PAY_05016,CUST_0543,550.72,netbanking,insufficient_funds,11,248,0,0,0,0.75,0
PAY_05017,CUST_2482,2254.16,card,network_timeout,22,1897,1,4,1,0.25,0
PAY_05018,CUST_0883,5161.42,netbanking,network_timeout,12,256,1,11,8,0.727,0
PAY_05019,CUST_1093,2065.14,card,network_timeout,10,88,1,5,4,0.8,1
PAY_05020,CUST_2189,631.17,card,insufficient_funds,18,73,1,5,5,1.0,1
PAY_05021,CUST_0084,1378.09,netbanking,checkout_abandoned,3,791,1,13,13,1.0,0
PAY_05022,CUST_2045,2810.02,wallet,checkout_abandoned,18,319,1,4,4,1.0,1
PAY_05023,CUST_0710,7570.74,netbanking,checkout_abandoned,5,160,0,11,3,0.273,1
PAY_05024,CUST_0207,376.33,upi,network_timeout,5,1182,2,12,8,0.667,1
PAY_05025,CUST_0473,2403.13,netbanking,network_timeout,2,449,2,9,8,0.889,0
PAY_05026,CUST_1390,853.87,upi,network_timeout,14,962,1,14,9,0.643,1
PAY_05027,CUST_0567,2701.94,card,insufficient_funds,3,217,1,14,12,0.857,0
PAY_05028,CUST_2092,2880.75,upi,insufficient_funds,20,1499,2,0,0,0.75,0
PAY_05029,CUST_0181,1493.72,upi,network_timeout,1,905,0,2,1,0.5,1
PAY_05030,CUST_1362,2983.41,upi,card_declined,9,1927,0,5,2,0.4,1
PAY_05031,CUST_0078,4480.36,netbanking,card_declined,10,1744,1,9,9,1.0,1
PAY_05032,CUST_1157,1577.95,upi,checkout_abandoned,2,813,1,4,3,0.75,1
PAY_05033,CUST_1843,617.58,card,card_declined,21,718,2,9,8,0.889,1
PAY_05034,CUST_2231,5630.76,card,network_timeout,20,1877,2,13,12,0.923,1
PAY_05035,CUST_2124,3492.94,netbanking,network_timeout,23,788,2,0,0,0.75,0
PAY_05036,CUST_1836,2825.8,card,card_declined,21,1935,0,13,10,0.769,1
PAY_05037,CUST_2141,1035.63,netbanking,checkout_abandoned,2,211,0,7,3,0.429,0
PAY_05038,CUST_1273,3959.57,card,card_declined,3,1464,0,13,7,0.538,0
PAY_05039,CUST_2231,9223.25,card,checkout_abandoned,22,963,0,10,6,0.6,0
PAY_05040,CUST_0439,1633.52,netbanking,checkout_abandoned,5,1804,2,0,0,0.75,1
PAY_05041,CUST_1152,1941.34,card,card_declined,15,189,2,13,13,1.0,0
PAY_05042,CUST_0446,767.69,netbanking,card_declined,5,1999,0,0,0,0.75,0
PAY_05043,CUST_0365,1012.23,card,insufficient_funds,17,2157,2,3,2,0.667,0
PAY_05044,CUST_0592,761.95,upi,insufficient_funds,20,987,1,8,7,0.875,1
PAY_05045,CUST_1848,1998.6,upi,card_declined,3,1417,2,13,8,0.615,0
PAY_05046,CUST_1466,1370.48,netbanking,checkout_abandoned,22,1087,2,2,1,0.5,1
PAY_05047,CUST_1408,2425.47,card,card_declined,8,1318,0,8,1,0.125,0
PAY_05048,CUST_1368,881.85,card,checkout_abandoned,9,1115,1,1,1,1.0,0
PAY_05049,CUST_1071,1574.19,upi,card_declined,23,1433,0,5,0,0.0,0
PAY_05050,CUST_1583,839.42,wallet,checkout_abandoned,22,994,2,3,3,1.0,0
PAY_05051,CUST_0418,2091.42,netbanking,card_declined,15,2137,1,6,4,0.667,0
PAY_05052,CUST_0494,487.69,netbanking,insufficient_funds,0,2047,2,10,10,1.0,0
PAY_05053,CUST_0757,2032.06,upi,network_timeout,8,1726,1,10,7,0.7,0
PAY_05054,CUST_1297,1440.23,upi,card_declined,9,198,1,10,6,0.6,1
PAY_05055,CUST_1597,2080.4,netbanking,checkout_abandoned,21,500,0,0,0,0.75,0
PAY_05056,CUST_1526,479.97,netbanking,insufficient_funds,2,785,2,11,3,0.273,0
PAY_05057,CUST_0335,3039.09,netbanking,network_timeout,21,271,2,9,4,0.444,1
PAY_05058,CUST_2145,1417.35,netbanking,network_timeout,23,1957,0,0,0,0.75,0
PAY_05059,CUST_1822,2141.44,netbanking,network_timeout,5,592,2,14,14,1.0,1
PAY_05060,CUST_0689,403.22,card,card_declined,4,1672,0,11,5,0.455,0
PAY_05061,CUST_0400,666.04,card,card_declined,23,1952,0,10,10,1.0,0
PAY_05062,CUST_0696,1317.4,wallet,card_declined,22,623,2,7,7,1.0,0
PAY_05063,CUST_2435,5409.66,upi,insufficient_funds,10,1565,2,11,11,1.0,0
PAY_05064,CUST_2482,2744.51,card,card_declined,18,1433,1,4,2,0.5,0
PAY_05065,CUST_1051,1997.08,upi,checkout_abandoned,23,1381,2,10,5,0.5,1
PAY_05066,CUST_0156,859.28,upi,network_timeout,21,5,0,9,9,1.0,1
PAY_05067,CUST_0866,742.88,netbanking,network_timeout,7,1188,0,9,7,0.778,1
PAY_05068,CUST_1221,2245.91,netbanking,insufficient_funds,12,1151,1,11,8,0.727,0
PAY_05069,CUST_2408,3152.95,card,insufficient_funds,2,10,0,2,1,0.5,0
PAY_05070,CUST_2322,2127.54,upi,network_timeout,12,1983,0,1,0,0.0,1
PAY_05071,CUST_1742,7066.97,card,insufficient_funds,1,1640,0,8,5,0.625,0
PAY_05072,CUST_1374,1042.7,netbanking,insufficient_funds,3,1335,0,12,11,0.917,0
PAY_05073,CUST_1269,2077.74,card,network_timeout,9,786,1,3,3,1.0,0
PAY_05074,CUST_1451,464.52,upi,network_timeout,2,1963,1,8,7,0.875,1
PAY_05075,CUST_0247,2131.07,upi,checkout_abandoned,6,919,1,14,8,0.571,0
PAY_05076,CUST_0671,5831.56,upi,card_declined,15,164,2,9,4,0.444,0
PAY_05077,CUST_1445,782.38,upi,network_timeout,22,2158,0,1,1,1.0,1
PAY_05078,CUST_1837,3530.68,upi,card_declined,6,1153,2,13,8,0.615,0
PAY_05079,CUST_1067,5700.87,upi,insufficient_funds,15,1273,0,14,7,0.5,1
PAY_05080,CUST_2405,1036.67,card,checkout_abandoned,11,1478,1,10,10,1.0,0
PAY_05081,CUST_1875,2615.19,card,card_declined,15,356,0,9,5,0.556,1
PAY_05082,CUST_1165,6369.32,upi,network_timeout,2,72,1,8,7,0.875,1
PAY_05083,CUST_2449,2164.45,card,insufficient_funds,17,989,2,9,3,0.333,0
PAY_05084,CUST_2165,3377.58,netbanking,card_declined,14,1871,0,5,3,0.6,0
PAY_05085,CUST_1282,435.45,card,checkout_abandoned,13,2146,1,9,5,0.556,0
PAY_05086,CUST_0087,2902.28,netbanking,insufficient_funds,1,554,1,7,4,0.571,0
PAY_05087,CUST_1460,2722.57,card,checkout_abandoned,23,2132,1,11,3,0.273,0
PAY_05088,CUST_2104,623.02,netbanking,insufficient_funds,4,1868,1,12,11,0.917,0
PAY_05089,CUST_2243,832.21,card,checkout_abandoned,0,1765,0,10,6,0.6,0
PAY_05090,CUST_2395,2918.26,upi,insufficient_funds,3,604,2,14,11,0.786,0
PAY_05091,CUST_0182,1412.86,card,insufficient_funds,16,1583,0,6,2,0.333,0
PAY_05092,CUST_2126,4381.26,upi,checkout_abandoned,3,2120,1,11,8,0.727,0
